Term ID,Class,Description,Status,Effective Date,Type,Notes,TM5,NCL Version
020-1107,20,Screen-printed plastic letters,A,05-07-2010,GOODS,,,"""09-2007"""
020-1106,20,Non-metal name plates,A,05-07-2010,GOODS,,T,"""09-2007"""
020-1105,20,Fabric sold as an integral component of finished furniture,A,05-07-2010,GOODS,,,"""09-2007"""
020-1104,20,3D ornaments made from plastic,A,04/22/2010,GOODS,,,"""09-2007"""
020-1103,20,3D decorative ornaments made from plastic,A,04/22/2010,GOODS,,,"""09-2007"""
020-1102,20,"3D decorative plastic ornaments for attachment to cars, walls, windows, mirrors and other solid surfaces",A,04/22/2010,GOODS,,,"""09-2007"""
020-1101,20,Three dimensional plastic ornaments,A,04/22/2010,GOODS,,,"""09-2007"""
020-1098,20,"3D plastic ornaments for attachment to cars, walls, windows, mirrors and other solid surfaces",A,04/22/2010,GOODS,,,"""09-2007"""
020-1097,20,Infant beds,A,04/22/2010,GOODS,,T,"""09-2007"""
020-1096,20,"Three dimensional plastic ornaments for attachment to cars, windows, mirrors, and other solid surfaces",A,04/22/2010,GOODS,,,"""09-2007"""
020-1094,20,Three dimensional ornaments made from plastic,A,04/22/2010,GOODS,,,"""09-2007"""
020-1093,20,Three dimensional decorative ornaments made from plastic,A,04/22/2010,GOODS,,,"""09-2007"""
020-1089,20,"Key caps, namely, plastic or rubber caps used to cover the tops of keys",A,04-08-2010,GOODS,,,"""09-2007"""
020-1088,20,Reeds for use in reed diffusers sold separately,A,04-01-2010,GOODS,,,"""09-2007"""
020-1087,20,Plastic cubes used as spacers between stackable glasses,A,04-01-2010,GOODS,,,"""09-2007"""
020-1083,20,Inflatable pillows used under swimming pool covers to prevent winter ice damage,A,03-11-2010,GOODS,,,"""09-2007"""
020-1082,20,Figures made of rattan,A,03-11-2010,GOODS,,T,"""09-2007"""
020-1081,20,Non-metal stabilizers for ladders,A,03-11-2010,GOODS,,,"""09-2007"""
020-1080,20,Plastic insert for bottles and cans intended to keep bottled or canned material below the surface of a solution,A,03-11-2010,GOODS,,,"""09-2007"""
020-1079,20,Prefabricated closet organization systems made of metal,A,03-11-2010,GOODS,,,"""09-2007"""
020-1078,20,Toilet footstool to place one's feet on while sitting on a toilet,A,03-04-2010,GOODS,,,"""09-2007"""
020-1076,20,Patio furniture,A,03-04-2010,GOODS,,,"""09-2007"""
020-1075,20,Movable wall partitions,A,02/18/2010,GOODS,,,"""09-2007"""
020-1071,20,Bedside tables,A,02-11-2010,GOODS,,,"""09-2007"""
020-1070,20,"Non-electric, non-metal cables",D,02-04-2010,GOODS,"2-4-10 - the 2-14-08 entry was deleted because it was inconsistent with the entry in the Nice Alphabetical List for ""cables, non-metal"" in Class 22.",,"""09-2007"""
020-1069,20,Nesting boxes for animals,A,01/28/2010,GOODS,,T,"""09-2007"""
020-1068,20,"Plastic foam, wood and polymer materials in pre-shaped forms, with silhouette layouts for tools and badges, used for the transportation and storage of these goods",A,01/28/2010,GOODS,,,"""09-2007"""
020-1067,20,Fish cages not of metal for commercial use,A,01/14/2010,GOODS,,,"""09-2007"""
020-1066,20,Bird repellent spikes not of metal,A,01/14/2010,GOODS,,,"""09-2007"""
020-1065,20,Stream deflectors in the nature of a non-metal concave surface for use in distributing an irrigation stream of water onto a soil surface,A,01/14/2010,GOODS,,,"""09-2007"""
020-1064,20,Lobster traps not of metal,A,01/14/2010,GOODS,,,"""09-2007"""
020-1063,20,"Non-metal hardware for use in descending ropes, namely, belay devices",A,01-07-2010,GOODS,,,"""09-2007"""
020-1062,20,"Non-metal hardware for use in descending ropes, namely, descenders",A,01-07-2010,GOODS,,,"""09-2007"""
020-1061,20,Decorative boxes made of wood,A,12/24/2009,GOODS,,,"""09-2007"""
019-795,19,Rubberized asphalt primer,A,06/18/2009,GOODS,,,"""09-2007"""
019-794,19,"Construction materials, namely, composite panels consisting of a rigid expanded polystyrene core bonded to an outer skin of MDF (medium-density fiberboard) wood sheet",A,05/28/2009,GOODS,,,"""09-2007"""
019-793,19,Building seam tape,A,05/21/2009,GOODS,,,"""09-2007"""
019-792,19,Seam tape for building,A,05/21/2009,GOODS,,,"""09-2007"""
019-790,19,Non-metal forming systems for concrete and other curable construction materials comprised of non-metal modular casting forms,A,04/16/2009,GOODS,,,"""09-2007"""
019-79,19,Wood veneer,A,04-02-1991,GOODS,,,"""07-1997"""
019-789,19,"Natural stones that are inscribed with a name, quotation and/or phrase",A,04/16/2009,GOODS,,,"""09-2007"""
019-788,19,"Artificial habitat structures in the nature of non-metal floating islands for agricultural, horticultural, recreational and water treatment purposes",A,03/26/2009,GOODS,,,"""09-2007"""
019-787,19,"Synthetic, non-metal surfaces for playgrounds, sports terrains and play areas",A,03-05-2009,GOODS,,,"""09-2007"""
019-786,19,Rubber and synthetic non-metal tiles for use on indoor and outdoor floors,A,03-05-2009,GOODS,,,"""09-2007"""
019-785,19,Non-metal weight-supporting corbels for building purposes,A,03-05-2009,GOODS,,,"""09-2007"""
019-784,19,Protective sealing coatings sold as an integral component of granite and stone,A,02-12-2009,GOODS,,,"""09-2007"""
019-783,19,Non-metal railings and facade panels for construction purposes,A,02-12-2009,GOODS,,,"""09-2007"""
019-782,19,Vinyl flooring,A,01/15/2009,GOODS,,T,"""09-2007"""
019-781,19,"Erosion control fabric, mats and sheeting, not of metal [geotextiles]",A,01-08-2009,GOODS,,T,"""09-2007"""
019-780,19,Crash barriers not of metal,A,01-08-2009,GOODS,,T,"""09-2007"""
020-336,20,Plastic inserts for papermill cores used to facilitate roll winding,A,06-01-2001,GOODS,,,"""07-1997"""
020-335,20,Plastic cover for metal hose clamps,A,06-01-2001,GOODS,,,"""07-1997"""
020-330,20,Non-metal eyes for {indicate use},A,06-01-2001,GOODS,,,"""07-1997"""
020-329,20,Non-metal escutcheons for {indicate use},A,06-01-2001,GOODS,,,"""07-1997"""
020-328,20,Non-metal drawer trims,A,06-01-2001,GOODS,,,"""07-1997"""
020-327,20,Non-metal door trims,A,06-01-2001,GOODS,,,"""07-1997"""
020-324,20,Non-metal catches for {indicate use},A,06-01-2001,GOODS,,,"""07-1997"""
020-322,20,Metal display stands,A,06-01-2001,GOODS,,,"""07-1997"""
020-321,20,Locker mirrors,A,06-01-2001,GOODS,,,"""07-1997"""
020-318,20,Hutches,A,06-01-2001,GOODS,,,"""07-1997"""
020-314,20,Extendible sofas,A,06-01-2001,GOODS,,,"""07-1997"""
020-313,20,Entertainment centers [furniture],A,06-01-2001,GOODS,,,"""07-1997"""
020-31,20,Plastic lids for cans,A,04-02-1991,GOODS,,,"""07-1997"""
020-308,20,Dining room tables,A,06-01-2001,GOODS,,,"""07-1997"""
020-307,20,Decorative window finials,A,06-01-2001,GOODS,,,"""07-1997"""
020-306,20,Non-metal window trims,A,06-01-2001,GOODS,,,"""07-1997"""
020-304,20,Non-metal train and bus ticket holders,A,06-01-2001,GOODS,,,"""07-1997"""
020-303,20,Non-metal tent stakes,A,06-01-2001,GOODS,,,"""07-1997"""
020-302,20,Non-metal step ladders,A,06-01-2001,GOODS,,,"""07-1997"""
020-1219,20,Fitted plastic inserts for use as container liners,A,03/15/1993,GOODS,,,"""10-2012"""
020-1218,20,Plastic novelty license plates,A,04-02-1991,GOODS,,,"""10-2012"""
020-1217,20,Plastic luggage lining material,A,04-02-1991,GOODS,,,"""07-1997"""
020-1216,20,Plastic inserts for use as container liners,A,04-02-1991,GOODS,,,"""10-2012"""
020-1215,20,Non-metal expanding sleeves for affixing screws,A,04-02-1991,GOODS,,,"""10-2012"""
020-1214,20,"Non-metal cylinders for compressed gas or liquids, sold empty",A,04-02-1991,GOODS,,,"""10-2012"""
020-1213,20,Non-metal identification bracelets for hospital use,A,04-02-1991,GOODS,,,"""10-2012"""
020-1212,20,Non-metal shims,A,04-02-1991,GOODS,,,"""07-1997"""
020-1211,20,Non-metal screws,A,04-02-1991,GOODS,,,"""07-1997"""
020-121,20,Casks not made of metal,A,04-02-1991,GOODS,,,"""07-1997"""
020-1209,20,Non-metal troughs for mixing mortar,A,04-02-1991,GOODS,,,"""07-1997"""
020-1208,20,Plastic ear tags for livestock,A,04-02-1991,GOODS,,,"""07-1997"""
020-1206,20,Wooden sculptures,A,12/15/2011,GOODS,,T,"""09-2007"""
020-1205,20,Non-metal throw weights for commercial or industrial use,A,11-10-2011,GOODS,"The primary purpose of these weights is to weigh down the end of a rope or other type of line. The function and purpose of the goods is not covered in the Class Headings. Therefore, these goods are classified according to material composition.",,"""09-2007"""
020-1202,20,Non-metal bed fittings,A,07/28/2011,GOODS,,T,"""09-2007"""
020-1201,20,Chairs adapted for use by those with mobility difficulty,A,07/21/2011,GOODS,,T,"""09-2007"""
020-1200,20,Bathroom furniture,A,07/14/2011,GOODS,,T,"""09-2007"""
020-1198,20,Non-metal door fittings,A,07-07-2011,GOODS,,T,"""09-2007"""
020-1197,20,Crates [wooden boxes],A,06/30/2011,GOODS,,,"""09-2007"""
020-1196,20,Plastic cases [general purpose],A,06/30/2011,GOODS,,,"""09-2007"""
020-1195,20,Plastic bins,A,06/30/2011,GOODS,,,"""09-2007"""
020-1194,20,Wood bins,A,06/30/2011,GOODS,,,"""09-2007"""
020-1193,20,Wood cases [general purpose],A,06/30/2011,GOODS,,,"""09-2007"""
020-1190,20,"Pillows used for cradling, supporting, propping and feeding babies not for medical or therapeutic purposes",A,05/19/2011,GOODS,,,"""09-2007"""
020-119,20,Carpet coasters for protecting furniture legs,A,04-02-1991,GOODS,,,"""07-1997"""
020-1189,20,Furniture for motor homes,A,05/19/2011,GOODS,,,"""09-2007"""
020-1187,20,Non-metal recycling bins for commercial use with built-in electronic display screens used to display advertisements,A,04/28/2011,GOODS,,,"""09-2007"""
020-1185,20,Non-paper and primarily non-metal portable insulated shipping containers,A,04-07-2011,GOODS,,,"""09-2007"""
020-1184,20,Cat scratching pads,A,04-07-2011,GOODS,,,"""09-2007"""
020-1183,20,"Blank, printed, or partially printed plastic labels attached to elastic bands",A,03/17/2011,GOODS,,,"""09-2007"""
020-1182,20,Non-metal containers for liquid fuel,A,03-10-2011,GOODS,,,"""09-2007"""
020-1181,20,Plastic bottle caps for storing powdered nutritional supplements and for dispensing those supplements into the bottle,A,02/17/2011,GOODS,,,"""09-2007"""
020-1180,20,Dual-purpose cushions for supporting a feeding bottle and the head and neck of an infant,A,02-10-2011,GOODS,,,"""09-2007"""
020-1178,20,Paper blinds,A,02-03-2011,GOODS,,T,"""08-2002"""
020-1176,20,"Plastic caps for pill bottles featuring a device that assists the patient with reminders, feedback, accountability and timely refills of the prescription, with or without wireless or cellular connection",A,02-03-2011,GOODS,,,"""09-2007"""
020-1174,20,Wooden display stands,A,01/20/2011,GOODS,,,"""09-2007"""
020-1173,20,Non-metal gate stops,A,01/20/2011,GOODS,,,"""09-2007"""
020-1171,20,Wall-mounted diaper changing platforms,A,12/30/2010,GOODS,,,"""09-2007"""
020-117,20,Cabinets [furniture],A,04-02-1991,GOODS,,,"""07-1997"""
020-1169,20,Non-metal hangers for electrical cords,A,12/23/2010,GOODS,,,"""09-2007"""
020-1167,20,Plastic anti-slip gripper mats for holding crockery and cutlery in place,A,12/23/2010,GOODS,,,"""09-2007"""
020-1166,20,Unfitted neoprene beer keg tap covers,A,12/16/2010,GOODS,,,"""09-2007"""
019-899,19,Non-metal ceiling tiles,A,03/31/2011,GOODS,,,"""09-2007"""
019-897,19,Non-metal coverings for wooden decks to extend the life of the deck,A,02/24/2011,GOODS,,,"""09-2007"""
019-896,19,"Building materials, namely, plastic pedestals for elevating pavers",A,02-10-2011,GOODS,,,"""09-2007"""
019-895,19,Street gutters not of metal,A,02-03-2011,GOODS,,T,"""09-2007"""
019-894,19,Porphyry [stone],A,02-03-2011,GOODS,,T,"""09-2007"""
019-893,19,"Porches, not of metal, for building",A,01/27/2011,GOODS,,T,"""09-2007"""
019-89,19,Roofing cement,A,04-02-1991,GOODS,,,"""07-1997"""
019-889,19,Magnesium oxide based sheet board for building purposes,A,01-06-2011,GOODS,,,"""09-2007"""
019-887,19,"Tar coatings for use on roofs, walls and pavements",A,12/23/2010,GOODS,,,"""09-2007"""
019-886,19,"Waterproofing membranes for roofing, floors and walls",A,12/16/2010,GOODS,,,"""09-2007"""
019-885,19,Non-metal debris guards for gutters,A,11-04-2010,GOODS,,,"""09-2007"""
019-884,19,Clay flooring,A,11-04-2010,GOODS,,,"""09-2007"""
019-883,19,"Stone for carving mantels, columns and banisters",A,11-04-2010,GOODS,,,"""09-2007"""
019-882,19,Non-metal windows and doors,A,10/28/2010,GOODS,,,"""09-2007"""
019-881,19,Non-metal fireplace surrounds,M,10/28/2010,GOODS,"10-22-10 The 4-2-91 entry was amended to add the word ""non-metal"" before the word ""fireplace."" Metal fireplace surrounds are classified in Class 6.",,"""09-2007"""
019-880,19,Stucco in the nature of decorative concrete overlays,A,10/28/2010,GOODS,,,"""09-2007"""
019-878,19,Granular absorbent clay-based composition for absorbing spills from floors,A,10-07-2010,GOODS,These goods are classified according to material composition,,"""09-2007"""
020-453,20,Non-metal valves for containers,A,09-04-2001,GOODS,"Note that manually operated metal valves are in Class 6; valves being machine parts and engine valves for vehicles and machinery are in Class 7; automatic control valves are in Class 9; valves for plumbing and heating and cooling installations are in Class 11; and rubber, manually operated valves are in Class 17.",,"""07-1997"""
020-45,20,Police badges,A,04-02-1991,GOODS,,,"""07-1997"""
020-443,20,Plant stands,A,06-01-2001,GOODS,All plant stands are in 20 regardless of material composition. They function as a piece of furniture.,,"""08-2002"""
020-44,20,Point of purchase displays,A,04-02-1991,GOODS,,,"""07-1997"""
020-439,20,Nap mats [cushions or mattresses],A,09-01-1995,GOODS,,,"""08-2002"""
020-437,20,Umbrella stands,A,04-02-1991,GOODS,,T,"""07-1997"""
020-435,20,Tool boxes not of metal [furniture],A,04-02-1991,GOODS,,,"""08-2002"""
020-434,20,Stools,A,04-02-1991,GOODS,,T,"""07-1997"""
020-430,20,Non-metal pipe and cable clips,A,04-02-1991,GOODS,,,"""07-1997"""
020-428,20,Pillows,A,04-02-1991,GOODS,,T,"""07-1997"""
020-427,20,Picture frames [not of precious metal],A,04-02-1991,GOODS,9-13-09 - This does not include digital photo frames - they are in Class 9.,T,"""08-2002"""
020-624,20,"Polyresin tablets which look like stone, and have quotations, sayings, and bible verses engraved on them, packaged with display stand",A,11-01-2004,GOODS,,,"""08-2002"""
020-424,20,Mattresses,A,04-02-1991,GOODS,,T,"""07-1997"""
020-423,20,Mannequins,A,04-02-1991,GOODS,,T,"""07-1997"""
020-422,20,Magazine racks,A,04-02-1991,GOODS,,T,"""07-1997"""
020-421,20,Lockers,A,04-02-1991,GOODS,,T,"""07-1997"""
020-418,20,Furniture,A,04-02-1991,GOODS,,T,"""07-1997"""
020-415,20,Benches,A,04-02-1991,GOODS,,T,"""07-1997"""
020-411,20,Cupboards,A,04-02-1991,GOODS,,T,"""07-1997"""
020-41,20,Plastic tubs [NOT bathtubs],A,04-02-1991,GOODS,,,"""07-1997"""
020-408,20,Beds,A,04-02-1991,GOODS,,T,"""07-1997"""
020-406,20,Plastic nozzles used with high velocity air blowers to dry vehicles,A,09-04-2001,GOODS,,,"""07-1997"""
020-405,20,"Drapery hardware, namely, traverse rods, poles, curtain hooks, curtain rods and finials",A,09-04-2001,GOODS,,,"""07-1997"""
020-404,20,"Plastic containers, namely, tubs for consumer products packaging",A,09-04-2001,GOODS,,,"""07-1997"""
020-403,20,Mirrors enhanced by electric lights,A,09-04-2001,GOODS,,,"""07-1997"""
020-402,20,Glass for use in framing art,A,09-04-2001,GOODS,,,"""07-1997"""
020-400,20,Non-metal locks,A,09-04-2001,GOODS,,,"""07-1997"""
020-40,20,Plastic storage drums,A,04-02-1991,GOODS,,,"""07-1997"""
019-1192,19,Engraved and cut stone plaques,M,01-01-2007,GOODS,This entry was transferred from Class 20 to Class 19 pursuant to the 9th edition of Nice Agreement. Plaques were deleted from Class 20 and are now classified according to their material composition.,,"""09-2007"""
020-393,20,Foot rests,A,08-06-2001,GOODS,,,"""07-1997"""
020-391,20,"Furniture, namely, dressers",A,08-06-2001,GOODS,,,"""07-1997"""
020-390,20,Gun cabinets,A,08-06-2001,GOODS,,,"""07-1997"""
020-39,20,Plastic signboards,A,04-02-1991,GOODS,,,"""07-1997"""
020-389,20,Inflatable plastic signs,A,08-06-2001,GOODS,,,"""07-1997"""
020-387,20,Packing containers of plastic material,A,08-06-2001,GOODS,,,"""07-1997"""
020-386,20,Plastic suction cups [not for medical purposes],A,08-06-2001,GOODS,,,"""07-1997"""
020-385,20,Suction cup hangers and hooks made of silicone polymer,A,07-01-2001,GOODS,,,"""07-1997"""
020-383,20,Non-metal garment hooks,A,07-01-2001,GOODS,,,"""07-1997"""
020-382,20,Non-metal fluid storage tanks,D,04-05-2012,GOODS,"On 4-5-2012, this 07-01-2001 entry was deleted because it is too broad and includes storage tanks of masonry in Class 19. It is no longer acceptable.",,"""10-2012"""
020-381,20,Non-metal engine stands,A,07-01-2001,GOODS,,,"""07-1997"""
020-380,20,Non-metal door viewers [non-magnified],A,07-01-2001,GOODS,,,"""07-1997"""
020-379,20,Non-metal dog tags,A,07-01-2001,GOODS,,,"""07-1997"""
020-377,20,Non-metal cup hooks,A,07-01-2001,GOODS,,,"""07-1997"""
020-376,20,Non-metal cotter pins,A,07-01-2001,GOODS,,,"""07-1997"""
020-375,20,Non-metal chests,A,07-01-2001,GOODS,,,"""07-1997"""
020-374,20,Non-metal cabinet door catches,A,07-01-2001,GOODS,,,"""07-1997"""
